Karmn,Name,RA_J2000,DE_J2000,RA_J2015,DE_J2015,SpType,SpTnum,Ref_SpT,Plx,ePlx,Ref_Plx,d_pc,ed_pc,Ref_d,Lbol,eLbol,Teff,logg,Radius,eRadius,Mass,eMass,FUV_mag,eFUV_mag,NUV_mag,eNUV_mag,Qf_FUV,Qf_NUV,Ref_FNUV,u_mag,eu_mag,Qf_u,Ref_u,BT_mag,eBT_mag,Qf_BT,Ref_BT,B_mag,eB_mag,Qf_B,Ref_B,g_mag,eg_mag,Qf_g,Ref_g,BP_mag,eBP_mag,Qf_BP,Ref_BP,VT_mag,eVT_mag,Qf_VT,Ref_VT,V_mag,eV_mag,Qf_V,Ref_V,r_mag,er_mag,Qf_r,Ref_r,GG_mag,eGG_mag,Qf_GG,Ref_GG,i_mag,ei_mag,Qf_i,Ref_i,RP_mag,eRP_mag,Qf_RP,Ref_RP,J_mag,eJ_mag,H_mag,eH_mag,Ks_mag,eKs_mag,QFlag_2M,Qf_J,Qf_H,Qf_Ks,Ref_JHK,W1_mag,eW1_mag,W2_mag,eW2_mag,W3_mag,eW3_mag,W4_mag,eW4_mag,QFlag_WISE,Qf_W1,Qf_W2,Qf_W3,Qf_W4,Ref_Ws,Teff_meta,logg_meta,Meta_meta,Lbol_meta,Lberr_meta,Lbol_lit,Lberr_lit,M_lit,eM_lit,R_lit,eR_lit,Teff_lit,eTeff_lit,Ref_LMRT,Teff_Pas19,eTeff_Pas19,FeH_lit,eFeH_lit,FeH_lit_ref,Binarity,rho,theta,RUWE,DeltaG,gaia_id_1,ra_1,ra_error_1,dec_1,dec_error_1,parallax_1,parallax_error_1,pmra_1,pmra_error_1,pmdec_1,pmdec_error_1,pmtotal_1,pmtotal_error_1,phot_bp_rp_excess_factor_1,radial_velocity_1,radial_velocity_error_1,l_1,b_1,teff_val_1,lum_val_1,gaia_id_2,ra_2,ra_error_2,dec_2,dec_error_2,parallax_2,parallax_error_2,pmra_2,pmra_error_2,pmdec_2,pmdec_error_2,pmtotal_2,pmtotal_error_2,phot_g_mean_mag_2,phot_g_mean_mag_error_2,phot_bp_mean_mag_2,phot_bp_mean_mag_error_2,phot_rp_mean_mag_2,phot_rp_mean_mag_error_2,phot_bp_rp_excess_factor_2,radial_velocity_2,radial_velocity_error_2,Young_YMG,Young_ref,Class,Sample_source,Bool_contam,Bool_delta,Bool_young,Bool_dphot,Bool_RUWE,Bool_excess
J08375+035,LSPM J0837+0333,129.375893,3.562733,129.376176940261,3.5619933289885,M4.0 V,4.0,AF15a,52.816763,0.075611,Gaia2,18.933383,0.027105,Gaia2,0.0056209327,8.1805505E-5,3100,5.5,0.2599,0.0086,0.2502,0.0126,,,,,,,,17.946,0.012,false,SDSS9,,,,,16.099,0.03,false,UCAC4,15.185,0.03,false,UCAC4,14.6186,0.0029,false,Gaia2,,,,,14.346,0.02,false,UCAC4,13.751,0.03,false,UCAC4,12.9156,4.0E-4,false,Gaia2,12.113,0.06,false,UCAC4,11.6652,0.0014,false,Gaia2,9.853,0.024,9.248,0.022,8.973,0.019,AAA,false,false,false,2M,8.781,0.023,8.639,0.02,8.464,0.025,7.924,0.23,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,1.112,,3080039799513337216,129.376176940261,0.0583672141838898,3.56199332898853,0.0429365325944637,52.8167632140704,0.0756113134849204,61.7150759717328,0.123632761968054,-175.777383329076,0.0816206306384916,186.296642729314,0.0872252618066377,1.5004982,,,222.334622244241,25.1446378649204,3420.62,,,,,,,,,,,,,,,,,,,,,,,,,,Gamma,Karmn,false,false,false,false,false,false
J08386-028,GWP 1056 A,129.655389,-2.816166,129.655450820476,-2.8167059507129,K5V,-2.0,AF15a,8.680385,0.039586,Gaia2,115.20226,0.525362,Gaia2,0.15380436,0.0034666136,4400,5.0,0.6749,0.0171,0.6881,0.0227,,,,,,,,16.183,0.009,false,SDSS9,,,,,13.866,0.01,false,UCAC4,13.292,0.04,false,UCAC4,12.9741,0.0013,false,Gaia2,,,,,12.748,0.01,false,UCAC4,12.253,0.02,false,UCAC4,12.3064,2.0E-4,false,Gaia2,11.867,0.03,false,UCAC4,11.5379,8.0E-4,false,Gaia2,10.568,0.022,10.013,0.022,9.878,0.021,AAA,false,false,false,2M,9.808,0.022,9.863,0.02,9.793,0.055,8.538,,AAAU,false,false,false,true,WISE,,,,,,,,,,,,,,,,,,,,,,,1.09,,3071944816952503168,129.655450820476,0.0371505895439938,-2.8167059507129,0.0253056689550134,8.68038527896025,0.039585519331331,6.79160320961805,0.0768620102067729,-123.514764075294,0.0442281832717156,123.701345258378,0.0443626404533938,1.2610328,,,228.539585255509,22.2301254714846,4694.495,0.14138614,,,,,,,,,,,,,,,,,,,,,,,,,,AF15,false,false,false,false,false,false
J08387+516,StKM 1-711,129.675898,51.692749,129.675255393067,51.692214209789,M1.5 V,1.5,Lep13,30.433196,0.036874,Gaia2,32.858856,0.039813,Gaia2,0.056227613,8.680978E-4,3700,5.0,0.5771,0.0162,0.5849,0.0212,,,21.253,0.309,,false,GALEX,15.735,0.006,false,SDSS9,,,,,13.421,0.02,false,UCAC4,12.675,0.02,false,UCAC4,12.1327,0.0019,false,Gaia2,,,,,11.857,0.02,false,UCAC4,11.251,0.03,false,UCAC4,11.0555,9.0E-4,false,Gaia2,10.38,0.03,false,UCAC4,10.0525,0.0029,false,Gaia2,8.695,0.029,8.056,0.02,7.876,0.024,AAA,false,false,false,2M,7.741,0.026,7.737,0.02,7.647,0.019,7.614,0.146,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,0.941,,1027827494030265472,129.675255393067,0.0268206518942959,51.692214209789,0.0254838689802622,30.433195967242,0.0368742496721358,-89.8391600131408,0.054243051820756,-109.664467050968,0.0497248496555893,141.765193208487,0.0515869245875037,1.3449494,-49.011450492604,0.529379473873159,167.033421108316,37.3503694935275,3913.7932,0.0536983,,,,,,,,,,,,,,,,,,,,,,,,,Gamma,Karmn,false,false,false,false,false,false
J08398+089,G 052-023,129.950112,8.938343,129.94921728771,8.9391384760182,M2.0 V,2.0,PMSU,38.063145,0.05783,Gaia2,26.272132,0.039916,Gaia2,0.01731487,0.0010920154,3500,4.5,0.3579,0.0152,0.3536,0.0188,,,21.737,0.413,,false,GALEX,16.517,0.008,false,SDSS9,,,,,14.588,0.14,false,UCAC4,13.932,0.56,false,UCAC4,13.2787,0.0015,false,Gaia2,,,,,12.936,0.05,false,UCAC4,12.363,0.04,false,UCAC4,12.0268,3.0E-4,false,Gaia2,11.609,0.9,false,UCAC4,10.9346,9.0E-4,false,Gaia2,9.47,0.033,8.912,0.036,8.648,0.03,AAA,false,false,false,2M,8.521,0.023,8.385,0.02,8.283,0.026,8.242,0.391,AAAC,false,false,false,true,WISE,,,,,,,,,,,,,,,,,,,,,,,1.347,,596631263051271808,129.94921728771,0.0463573887498012,8.93913847601824,0.0292712768400688,38.0631454937577,0.05783013703505,-212.458253649596,0.0966683570592017,189.206971631516,0.0582592984959218,284.495672476411,0.081931515781734,1.396392,,,217.277703009846,28.1133964387332,4018.12,,,,,,,,,,,,,,,,,,,,,,,,,,Gamma,Karmn,false,false,false,false,false,false
J08402+314,LSPM J0840+3127,130.066559,31.451904,130.067634905193,31.4524095768969,M3.5 V,3.5,Lep13,89.207691,0.071062,Gaia2,11.209796,0.00893,Gaia2,0.009935317,1.566875E-4,3300,4.5,0.3049,0.0095,0.2977,0.0136,,,22.104,0.439,,false,GALEX,15.989,0.006,false,SDSS9,,,,,13.914,0.03,false,UCAC4,13.034,0.03,false,UCAC4,12.5137,0.0015,false,Gaia2,,,,,12.273,0.03,false,UCAC4,11.682,0.05,false,UCAC4,10.9771,8.0E-4,false,Gaia2,10.241,0.05,false,UCAC4,9.8049,8.0E-4,false,Gaia2,8.122,0.021,7.561,0.04,7.302,0.021,AAA,false,false,false,2M,7.095,0.04,6.981,0.02,6.893,0.016,6.861,0.131,AAAB,false,false,false,false,WISE,3200.0,5.5,-0.5,0.009794415,1.5646302E-4,,,,,,,,,,3337,54,0.01,0.19,Pas19,,,,1.321,,709563717249089792,130.067634905193,0.0570673630315371,31.4524095768969,0.0353783807012917,89.2076907841896,0.0710616921946589,205.535345277633,0.107148584044443,120.002827497458,0.0732007844264607,238.003060412635,0.0996209664776066,1.4320536,,,192.241827308318,35.8075395391136,3507.3333,,,,,,,,,,,,,,,,,,,,,,,,,,Alpha,Karmn,false,false,false,false,false,false
J08404+184,AZ Cnc,130.123962,18.40255,130.119988570886,18.4004909470737,M6.0 V,6.0,PMSU,73.760235,0.137741,Gaia2,13.557441,0.025317,Gaia2,7.698822E-4,1.0807506E-5,2800,5.5,0.1179,0.0043,0.1004,0.0091,,,,,,,,19.931,0.034,false,SDSS9,,,,,,,,,18.275,0.009,false,PS1,17.7658,0.0219,false,Gaia2,,,,,,,,,16.634,0.051,false,CMC15,15.0191,0.0014,false,Gaia2,14.367,0.001,false,PS1,13.519,0.0081,false,Gaia2,11.053,0.022,10.419,0.023,10.046,0.018,AAA,false,false,false,2M,9.805,0.022,9.616,0.02,9.431,0.045,8.775,,AAAU,false,false,false,true,WISE,,,,,,,,,,,,,,,,,,,,,,,1.056,,659464504288593536,130.119988570886,0.103446468710714,18.4004909470737,0.0680838000859792,73.7602351364826,0.137741386385763,-810.286835435557,0.227572631689314,-448.988912289849,0.149394555746568,926.366989394263,0.211816699221346,1.7545189,,,207.328726619313,32.055488984835,3318.0,,,,,,,,,,,,,,,,,,,,,,,,,,Gamma,Karmn,false,false,false,false,false,false
J08409-234,LP 844-008,130.246829,-23.45647,130.244525425646,-23.4528089879817,M3.5 V,3.5,Lep13,65.774372,0.055685,Gaia2,15.20349,0.012871,Gaia2,0.022465356,4.327671E-4,3300,4.5,0.4585,0.0146,0.4598,0.0189,,,21.457,0.391,,false,GALEX,,,,,,,,,13.537,0.04,false,UCAC4,12.698,0.02,false,UCAC4,12.2457,0.0015,false,Gaia2,,,,,11.975,0.04,false,UCAC4,11.394,0.02,false,UCAC4,10.7539,8.0E-4,false,Gaia2,10.019,0.04,false,UCAC4,9.5831,0.0017,false,Gaia2,7.934,0.027,7.321,0.071,7.028,0.02,AAA,false,false,false,2M,6.867,0.065,6.766,0.021,6.704,0.016,6.502,0.059,AAAA,false,false,false,false,WISE,3200.0,5.0,-0.5,0.021860363,4.3174272E-4,,,,,,,,,,3381,54,0.11,0.19,Pas19,,,,1.062,,5701750711020088192,130.244525425646,0.0693897125065511,-23.4528089879817,0.0719160760352228,65.774371613016,0.0556846310679111,-461.16184136285,0.139464030277126,805.570763672004,0.125502013287102,928.231921026352,0.129088668335968,1.437958,,,246.795301848189,11.1903410014,3589.7932,,,,,,,,,,,,,,,,,,,,,,,,,,Alpha+,Karmn,false,false,false,false,false,false
J08410+676,LP 060-100,130.266076,67.660797,130.25788892225,67.6592427017771,M4.0 V,4.0,PMSU,38.985072,0.055345,Gaia2,25.650844,0.036415,Gaia2,0.006717071,1.17704185E-4,3200,4.5,0.2667,0.0087,0.2573,0.0127,,,,,,,,,,,,,,,,16.314,0.09,false,UCAC4,15.388,0.08,false,UCAC4,14.9792,0.0033,false,Gaia2,,,,,14.665,0.07,false,UCAC4,14.0,0.03,false,UCAC4,13.3204,6.0E-4,false,Gaia2,12.472,0.08,false,UCAC4,12.0774,0.0016,false,Gaia2,10.29,0.022,9.72,0.021,9.411,0.016,AAA,false,false,false,2M,9.239,0.023,9.072,0.02,8.976,0.031,8.831,,AAAU,false,false,false,true,WISE,,,,,,,,,,,,,,,,,,,,,,,1.347,,1093977549531975040,130.25788892225,0.0303311613226975,67.6592427017771,0.048529631977992,38.9850721721578,0.0553446701307569,-682.472105977748,0.0640940278388629,-337.165302317241,0.103690080190965,761.215223523794,0.0735624350373474,1.4975882,,,147.347488693501,35.2702201505449,3858.2048,,,,,,,,,,,,,,,,,,,,,,,,,,Gamma,Karmn,false,false,false,false,false,false
J08413+594,LP 090-018,130.33389,59.497387,130.331661582141,59.4918363670142,M5.5 V,5.5,PMSU,105.385565,0.094449,Gaia2,9.488966,0.008504,Gaia2,0.0015099952,1.8325069E-5,3000,5.5,0.1438,0.0049,0.1277,0.0095,,,,,,,,18.608,0.018,false,SDSS9,,,,,17.001,0.0,false,APASS9,16.037,0.003,false,SDSS9,15.4166,0.0045,false,Gaia2,,,,,15.166,0.072,false,APASS9,14.433,0.004,false,SDSS9,13.1117,0.001,false,Gaia2,12.601,0.001,false,SDSS9,11.7267,0.0023,false,Gaia2,9.615,0.023,8.996,0.028,8.668,0.021,AAA,false,false,false,2M,8.43,0.023,8.215,0.019,8.054,0.02,8.051,0.199,AAAB,false,false,false,false,WISE,2900.0,5.5,0.5,0.0016735035,1.8618148E-5,,,,,,,,,,3028,54,-0.01,0.19,Pas19,,,,1.156,,1040827088726734976,130.331661582141,0.0608240987218398,59.4918363670142,0.0620008496704763,105.385565093504,0.0944487638375474,-260.420985581017,0.129255635470483,-1279.61258494558,0.125063462474182,1305.84358071022,0.125232870243372,1.6132435,,,157.243888312458,36.961989076899,3384.0,,,,,,,,,,,,,,,,,,,,,,,,,,Beta,Karmn,false,false,false,false,false,false
J08427+095,BD+10 1857 AB,130.68563,9.556688,130.686517242092,9.5539723965289,M0.0 V+,0.0,Lep13,64.368002,0.145273,Gaia2,15.53567,0.035063,Gaia2,,,,,,,,,,,,,,,,16.268,0.022,false,SDSS9,11.454,0.072,false,Tycho2,11.14,0.14,false,UCAC4,10.363,0.02,false,UCAC4,9.8873,0.0025,false,Gaia2,9.78,0.028,false,Tycho2,9.648,0.06,false,UCAC4,9.129,0.03,false,UCAC4,8.9468,4.0E-4,false,Gaia2,8.332,0.04,false,UCAC4,7.971,0.0043,false,Gaia2,6.687,0.024,6.051,0.053,5.827,0.023,AAA,false,false,false,2M,5.744,0.128,5.583,0.049,5.672,0.015,5.568,0.042,BAAA,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,Known,1.5,41.8,4.229,2.93,598180818531935232,130.686517242092,0.128009197129866,9.5539723965289,0.102814583133002,64.3680016469628,0.145272563360659,223.712379193596,0.2555504805628,-631.917968506459,0.213306807098892,670.348825258753,0.218416271879649,1.3548385,13.8141596945815,2.7757528980138,217.010544276742,29.0367317726109,3873.0,0.08604881,598180818531355776,130.686796029574,0.30071190966035,9.55428416381455,0.289109802080411,61.7633528733137,0.339557256547113,200.347078032855,0.586572488729068,-575.470327216056,0.606277428075907,609.348052579523,0.604178260149596,11.877615,0.00314777814394439,,,,,,,,,,Delta,Karmn,true,true,false,false,true,false
J08428+095,BD+10 1857 C,130.717635,9.553098,130.718593718594,9.5504595454086,M2.5 V,2.5,PMSU,64.583481,0.054855,Gaia2,15.483835,0.013151,Gaia2,0.020443797,0.0013066612,3400,5.5,0.4121,0.0179,0.4108,0.0215,,,,,,,,15.728,0.006,false,SDSS9,13.742,0.479,false,Tycho2,13.396,0.15,false,UCAC4,12.802,0.67,false,UCAC4,12.0595,0.0015,false,Gaia2,11.696,0.156,false,Tycho2,11.8,0.05,false,UCAC4,11.267,0.17,false,UCAC4,10.724,5.0E-4,false,Gaia2,10.333,0.83,false,UCAC4,9.6116,8.0E-4,false,Gaia2,8.122,0.026,7.49,0.038,7.283,0.018,AAA,false,false,false,2M,7.005,0.033,6.962,0.02,6.913,0.016,6.725,0.084,AAAA,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,Background,4.14,-42.8,1.087,5.63,598180646733241216,130.718593718594,0.0442947208486858,9.55045954540859,0.0317862010835264,64.5834814206649,0.0548549339822085,223.224926539542,0.0864310031223202,-614.258029958324,0.0692988075863793,653.561240586424,0.0715092042293555,1.401137,,,217.029918505869,29.0636770814254,3587.71,,598180642438136960,130.719381479524,0.194216046114228,9.54960975502506,0.086621702233888,0.343310835241866,0.0886247755538309,-1.87301474341084,0.486406662447808,-1.76658888379296,0.195797397517409,2.57468843034944,0.378492085954825,16.357454,0.00142425178740724,16.585869,0.032647835571272,14.974819,0.0554237027865082,2.1162925,,,,,Beta,Karmn,false,false,false,false,false,false
J08443-104,LP 726-006,131.093182,-10.403089,131.094582340585,-10.4055076996236,M3.5 V,3.5,PMSU,33.657396,0.050559,Gaia2,29.711152,0.044631,Gaia2,0.014653007,3.2952416E-4,3200,5.5,0.3938,0.0131,0.3915,0.0171,,,,,,,,,,,,,,,,15.561,0.07,false,UCAC4,14.742,0.04,false,UCAC4,14.2832,0.0014,false,Gaia2,,,,,14.032,0.04,false,UCAC4,13.42,0.01,false,UCAC4,12.7314,4.0E-4,false,Gaia2,11.906,0.16,false,UCAC4,11.5229,0.0012,false,Gaia2,9.799,0.026,9.226,0.026,8.935,0.023,AAA,false,false,false,2M,8.765,0.022,8.647,0.02,8.505,0.027,8.396,0.316,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,1.063,,5750007559102116608,131.094582340585,0.0399433435362862,-10.4055076996236,0.0313605831537105,33.6573959049059,0.0505587752576887,300.417811002625,0.0811712075111477,-524.145974355877,0.0522614364885695,604.135633447557,0.0607052530826063,1.4721748,,,236.217050537926,19.3758558616376,3957.42,,,,,,,,,,,,,,,,,,,,,,,,,,Gamma,Karmn,false,false,false,false,false,false
J08447+182,NLTT 20157,131.189006,18.21867,131.187887234465,18.2165033413141,M3.5 V,3.5,Lep13,31.767118,0.060255,Gaia2,31.479091,0.059709,Gaia2,0.037271347,6.0301664E-4,3300,4.5,0.5906,0.0185,0.5992,0.0233,,,,,,,,,,,,,,,,14.503,0.03,false,UCAC4,13.699,0.05,false,UCAC4,13.2983,0.0015,false,Gaia2,,,,,13.049,0.02,false,UCAC4,12.459,0.04,false,UCAC4,11.7925,5.0E-4,false,Gaia2,11.041,0.05,false,UCAC4,10.6027,0.0011,false,Gaia2,8.942,0.026,8.322,0.02,8.088,0.021,AAA,false,false,false,2M,7.93,0.023,7.797,0.02,7.716,0.022,7.448,0.207,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,Background,3.69,-75.9,1.301,8.03,660143693236636160,131.187887234465,0.0475027458059792,18.2165033413141,0.0321227440121866,31.7671181403567,0.0602552323593405,-238.456139014154,0.0995409170703362,-451.769005100788,0.0657568683458717,510.839078578855,0.0744364765547232,1.4576652,,,207.963540920438,32.9358614607981,3822.485,,660143688941119232,131.186844413665,3.18648850311413,18.2167661713849,2.46482025541062,,,,,,,,,19.820532,0.0122696552517086,,,,,,,,Checked,n/a,Gamma,Karmn,false,false,false,false,false,false
J08449-066,2MASS J08445566-0637259AB,131.231951,-6.623863,131.231665631802,-6.6244694969803,M3.5 V+,3.5,AF15a,,,,24.05,8.66,Cif20,,,,,,,,,,,,,,,,,,,,,,,,15.01,0.03,false,UCAC4,14.163,0.04,false,UCAC4,13.617,0.0024,false,Gaia2,,,,,13.376,0.05,false,UCAC4,12.719,0.02,false,UCAC4,12.128,5.0E-4,false,Gaia2,11.325,0.08,false,UCAC4,10.9337,0.0015,false,Gaia2,9.325,0.024,8.749,0.046,8.514,0.021,AAA,false,false,false,2M,8.301,0.022,8.137,0.019,7.999,0.022,7.901,0.255,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,88.055,,5754382275350729344,131.231665631802,1.04308773861591,-6.62446949698027,0.955934534495772,,,,,,,,,1.4657905,,,232.919994366007,21.5611039166042,3797.1934,,,,,,,,,,,,,,,,,,,,,,,,,,Delta,Karmn,false,true,false,true,true,false
J0847-1532,2MASSI J0847287-153237,131.869707,-15.543671,131.870350057956,-15.5445759033183,L2,12.0,Sma17,56.923457,0.316719,Gaia2,17.56745,0.097744,Gaia2,1.726333E-4,3.39871E-6,1800,5.5,0.1351,0.0076,0.1185,0.0113,,,,,,,,,,,,,,,,,,,,,,,,20.9667,0.1271,true,Gaia2,,,,,,,,,20.232,0.021,false,PS1,18.3781,0.0018,false,Gaia2,17.909,0.005,false,PS1,16.7653,0.0088,false,Gaia2,13.513,0.026,12.629,0.027,12.061,0.023,AAA,false,false,false,2M,11.711,0.024,11.458,0.021,10.958,0.111,9.035,,AABU,false,false,false,true,WISE,,,,,,,,,,,,,,,,,,,,,,,0.983,,5733429157137237760,131.870350057956,0.254806398362569,-15.5445759033183,0.381197971129182,56.9234567864614,0.316718916409981,132.701393980179,0.453857563752961,-199.745893498565,0.613150261338953,239.808427570473,0.569128683645807,1.9492959,,,241.120962808159,17.075793926175,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sma17,false,false,false,false,false,false
J08517+181,Ross 622,132.932773,18.12499,132.928389696746,18.124750698722,M1.5 V,1.5,PMSU,59.721524,0.058097,Gaia2,16.744382,0.016289,Gaia2,0.021626601,2.9869677E-4,3700,4.5,0.3579,0.01,0.3536,0.0143,,,,,,,,15.716,0.009,false,SDSS9,,,,,12.965,0.01,false,UCAC4,12.231,0.04,false,UCAC4,11.7933,0.0011,false,Gaia2,,,,,11.523,0.02,false,UCAC4,10.92,0.03,false,UCAC4,10.6603,4.0E-4,false,Gaia2,9.975,0.02,false,UCAC4,9.6304,7.0E-4,false,Gaia2,8.281,0.029,7.723,0.02,7.525,0.027,AAA,false,false,false,2M,7.324,0.034,7.213,0.019,7.195,0.018,6.924,0.096,AAAA,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,1.054,,659951725377466880,132.928389696746,0.0824063192488023,18.124750698722,0.0524360734911577,59.7215242842236,0.0580973919572044,-899.709118409076,0.166312874740195,-53.1424647403972,0.117342651033408,901.277215570837,0.166167622190991,1.3582357,4.28246028959339,0.598221872520555,208.778073915069,34.4471202803489,3969.5098,,,,,,,,,,,,,,,,,,,,,,,,,,Gamma,Karmn,false,false,false,false,false,false
J08526+283,rho Cnc B,133.170194,28.316368,133.167907992431,28.3152863453894,M4.5 V,4.5,AF15a,80.116566,0.108962,Gaia2,12.481813,0.016976,Gaia2,0.0079320455,1.6076243E-4,3100,4.5,0.3088,0.0104,0.3018,0.0144,,,,,,,,,,,,,,,,14.863,0.08,false,UCAC4,13.865,0.08,false,UCAC4,13.4222,0.002,false,Gaia2,,,,,13.148,0.1,false,UCAC4,12.514,0.08,false,UCAC4,11.6798,9.0E-4,false,Gaia2,10.874,0.08,false,UCAC4,10.4304,0.0013,false,Gaia2,8.56,0.027,7.933,0.04,7.666,0.023,AAA,false,false,false,2M,7.433,0.029,7.336,0.02,7.206,0.018,7.187,0.132,AAAB,false,false,false,false,WISE,3100.0,5.5,0.5,0.00817323,1.6364631E-4,0.0055,0.0035,0.19,0.07,0.22,0.06,3277,61,Gai14a,3250,54,0.13,0.19,Pas19,,,,1.306,,704966762213039488,133.167907992431,0.0791478361549854,28.3152863453894,0.0508479093326585,80.116565980332,0.108961516962979,-481.203613619188,0.150964700680794,-244.778847314207,0.105914743605395,539.882951992963,0.142868688881914,1.4938258,,,196.818668111636,37.7111801906132,3574.8228,,,,,,,,,,,,,,,,,,,,,,,,,,Alpha,Karmn,false,false,false,false,false,false
J08531-202,2MASS J08531090-2017172,133.295444,-20.288128,133.295645916391,-20.2886840336456,M3.0 V,3.0,AF15a,42.203053,0.050396,Gaia2,23.694968,0.028295,Gaia2,0.015492212,2.0857422E-4,3300,5.5,0.3808,0.0118,0.3778,0.016,,,22.7,0.426,,false,GALEX,,,,,,,,,14.745,0.05,false,UCAC4,13.923,0.03,false,UCAC4,13.4463,0.0016,false,Gaia2,,,,,13.188,0.02,false,UCAC4,12.59,0.01,false,UCAC4,12.0503,3.0E-4,false,Gaia2,11.272,0.01,false,UCAC4,10.8997,0.001,false,Gaia2,9.323,0.026,8.716,0.042,8.482,0.021,AAA,false,false,false,2M,8.309,0.023,8.187,0.02,8.107,0.019,8.097,0.222,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,1.458,,5704445579657833856,133.295645916391,0.0400465119498774,-20.2886840336456,0.0556530403642949,42.2030527766449,0.0503955657268996,37.5423452024072,0.0776417429081981,-117.44967672766,0.0845747120259589,123.303910103161,0.0839560919941019,1.4319813,,,245.936256834992,15.3529368101628,3824.6099,,,,,,,,,,,,,,,,,,,,,,,,,,Gamma,Karmn,false,false,false,false,true,false
J08536-034,LP 666-009,133.400817,-3.492253,133.398440255888,-3.4931367397033,M9.0 V,9.0,Jen09,115.303593,0.113204,Gaia2,8.672757,0.008515,Gaia2,2.8815382E-4,3.271514E-6,2300,5.0,0.1069,0.0047,0.0888,0.0092,,,,,,,,,,,,,,,,,,,,19.798,0.042,false,PS1,19.0828,0.0366,false,Gaia2,,,,,,,,,17.846,0.008,false,PS1,15.9087,0.0012,false,Gaia2,15.505,0.001,false,PS1,14.3333,0.0051,false,Gaia2,11.212,0.026,10.469,0.026,9.942,0.024,AAA,false,false,false,2M,9.624,0.023,9.381,0.02,8.967,0.028,8.756,0.428,AAAC,false,false,false,true,WISE,2200.0,5.5,0.0,3.308109E-4,3.346618E-6,3.236E-4,1.49E-5,,,,,2288,138,Gol04,,,,,,,,,0.872,,5761985432616501376,133.398440255888,0.0896817236989148,-3.49313673970334,0.0641149551858142,115.303592641514,0.113203977837957,-516.876616287582,0.176445840955091,-199.413830330785,0.128615797222117,554.01020946558,0.171004949183567,1.8573409,,,231.302707558085,25.0621826536385,3297.0,,,,,,,,,,,,,,,,,,,,,,,,,,Alpha,Karmn,false,false,false,false,false,false
J08537+149,StKM 1-730,133.432123,14.969778,133.431965584879,14.9693682917792,M0.0 V,0.0,Lep13,30.182248,0.67125,Gaia2,33.132058,0.736854,Gaia2,0.100697175,0.0067772595,3800,5.0,0.7321,0.0313,0.7485,0.0361,,,19.884,0.182,,false,GALEX,16.331,0.011,false,SDSS9,13.099,0.436,false,Tycho2,12.46,0.06,false,UCAC4,11.764,0.07,false,UCAC4,11.3112,0.0011,false,Gaia2,11.192,0.113,false,Tycho2,11.051,0.03,false,UCAC4,10.445,0.04,false,UCAC4,10.4127,0.003,false,Gaia2,9.745,0.04,false,UCAC4,9.3968,0.0015,false,Gaia2,8.165,0.023,7.535,0.026,7.341,0.021,AAA,false,false,false,2M,7.151,0.039,7.166,0.02,7.124,0.018,6.946,0.111,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,28.667,,609050418685156864,133.431965584879,0.570215438981573,14.9693682917792,0.423266006568219,30.182248403423,0.671250237453046,-39.3708780850954,1.2031530023878,-82.6071058106334,1.01562373287152,91.5095621866952,1.05285845580377,1.4063967,22.79555200032,0.98731333628239,212.53027953038,33.7171060875418,3942.1401,0.09681835,,,,,,,,,,,,,,,,,,,,,,,,,Gamma,Karmn,false,false,false,false,true,false
