Karmn,Name,RA_J2000,DE_J2000,RA_J2015,DE_J2015,SpType,SpTnum,Ref_SpT,Plx,ePlx,Ref_Plx,d_pc,ed_pc,Ref_d,Lbol,eLbol,Teff,logg,Radius,eRadius,Mass,eMass,FUV_mag,eFUV_mag,NUV_mag,eNUV_mag,Qf_FUV,Qf_NUV,Ref_FNUV,u_mag,eu_mag,Qf_u,Ref_u,BT_mag,eBT_mag,Qf_BT,Ref_BT,B_mag,eB_mag,Qf_B,Ref_B,g_mag,eg_mag,Qf_g,Ref_g,BP_mag,eBP_mag,Qf_BP,Ref_BP,VT_mag,eVT_mag,Qf_VT,Ref_VT,V_mag,eV_mag,Qf_V,Ref_V,r_mag,er_mag,Qf_r,Ref_r,GG_mag,eGG_mag,Qf_GG,Ref_GG,i_mag,ei_mag,Qf_i,Ref_i,RP_mag,eRP_mag,Qf_RP,Ref_RP,J_mag,eJ_mag,H_mag,eH_mag,Ks_mag,eKs_mag,QFlag_2M,Qf_J,Qf_H,Qf_Ks,Ref_JHK,W1_mag,eW1_mag,W2_mag,eW2_mag,W3_mag,eW3_mag,W4_mag,eW4_mag,QFlag_WISE,Qf_W1,Qf_W2,Qf_W3,Qf_W4,Ref_Ws,Teff_meta,logg_meta,Meta_meta,Lbol_meta,Lberr_meta,Lbol_lit,Lberr_lit,M_lit,eM_lit,R_lit,eR_lit,Teff_lit,eTeff_lit,Ref_LMRT,Teff_Pas19,eTeff_Pas19,FeH_lit,eFeH_lit,FeH_lit_ref,Binarity,rho,theta,RUWE,DeltaG,gaia_id_1,ra_1,ra_error_1,dec_1,dec_error_1,parallax_1,parallax_error_1,pmra_1,pmra_error_1,pmdec_1,pmdec_error_1,pmtotal_1,pmtotal_error_1,phot_bp_rp_excess_factor_1,radial_velocity_1,radial_velocity_error_1,l_1,b_1,teff_val_1,lum_val_1,gaia_id_2,ra_2,ra_error_2,dec_2,dec_error_2,parallax_2,parallax_error_2,pmra_2,pmra_error_2,pmdec_2,pmdec_error_2,pmtotal_2,pmtotal_error_2,phot_g_mean_mag_2,phot_g_mean_mag_error_2,phot_bp_mean_mag_2,phot_bp_mean_mag_error_2,phot_rp_mean_mag_2,phot_rp_mean_mag_error_2,phot_bp_rp_excess_factor_2,radial_velocity_2,radial_velocity_error_2,Young_YMG,Young_ref,Class,Sample_source,Bool_contam,Bool_delta,Bool_young,Bool_dphot,Bool_RUWE,Bool_excess
I13458+0246,PM J13458+0246,206.457308,2.776389,206.456575128015,2.7765955682117,K7V,-1.0,Lep13,20.067845,0.07729,Gaia2,49.830961,0.191921,Gaia2,0.15153727,0.0051266463,4000,5.0,0.8106,0.0245,0.8313,0.0303,,,19.886,0.137,,false,GALEX,15.55,0.007,false,SDSS9,13.564,0.491,false,Tycho2,12.708,0.03,false,UCAC4,12.053,0.03,false,UCAC4,11.5613,0.0014,false,Gaia2,11.492,0.134,false,Tycho2,11.331,0.03,false,UCAC4,10.712,0.06,false,UCAC4,10.6809,4.0E-4,false,Gaia2,10.109,0.04,false,UCAC4,9.7852,0.0011,false,Gaia2,8.659,0.018,8.025,0.046,7.832,0.042,AAA,false,false,false,2M,7.703,0.028,7.738,0.019,7.65,0.019,7.69,0.147,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,2.01,,3665298981300771200,206.456575128015,0.0707570802683642,2.77659556821166,0.0551564748455419,20.067844917156,0.0772899757286856,-153.952681344088,0.159872731524372,54.0319682863837,0.125960345794711,163.159068672063,0.156512777099887,1.2979864,4.28469642459091,0.504214222002992,333.373499298,62.3893474510386,4132.7134,0.15183347,,,,,,,,,,,,,,,,,,,,,,,,,,Lep13,false,false,false,false,true,false
I13513+2619,PM J13513+2619,207.843483,26.326042,207.843297818832,26.3263412703057,K7V,-1.0,Lep13,20.99,2.33,HIP2,46.62,5.46,HIP2,,,,,,,,,,,,,,,,16.244,0.011,false,SDSS9,12.904,0.19,true,Tycho2,12.465,0.01,false,UCAC4,11.825,0.01,false,UCAC4,,,,,11.328,0.069,true,Tycho2,11.075,0.01,false,UCAC4,10.482,0.01,false,UCAC4,13.1484,0.0018,false,Gaia2,9.92,0.01,false,UCAC4,,,,,8.399,0.024,7.819,0.044,7.611,0.02,AAA,false,false,false,2M,7.383,0.032,7.453,0.02,7.402,0.017,7.2,0.076,AAAA,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,49.096,,1450605314230573568,207.843297818832,1.4638196854587,26.3263412703057,0.888044466660994,,,,,,,,,,,,32.9073026070087,76.6010241812209,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lep13,false,true,false,false,true,false
I14069+7618,PM J14069+7618,211.733891,76.302002,211.733011667067,76.3022720894391,K7V,-1.0,Lep13,14.991834,0.355582,Gaia2,66.702979,1.582086,Gaia2,0.25069118,0.02158506,4000,5.0,1.0426,0.0519,1.0761,0.0581,,,20.817,0.138,,false,GALEX,,,,,13.145,0.252,false,Tycho2,12.709,0.06,false,UCAC4,12.093,0.09,false,UCAC4,11.5989,0.0014,false,Gaia2,11.517,0.088,false,Tycho2,11.253,0.02,false,UCAC4,10.769,0.09,false,UCAC4,10.7685,4.0E-4,false,Gaia2,10.149,0.12,false,UCAC4,9.8937,0.0012,false,Gaia2,8.75,0.029,8.121,0.023,7.977,0.02,AAA,false,false,false,2M,7.876,0.026,7.917,0.02,7.828,0.017,7.771,0.103,AAAA,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,14.839,,1712421504072982912,211.733011667067,0.346994806317928,76.3022720894391,0.31764408544076,14.9918341040296,0.355581796039758,-41.2847297762847,0.686433497414698,60.1191166116878,0.592450967922502,72.9296722525926,0.624111229113886,1.2947208,,,117.195317973307,39.9734692598198,4181.4854,0.24401212,,,,,,,,,,,,,,,,,,,,,,,,,,Lep13,false,false,false,false,true,false
I14136+1014,PM J14136+1014,213.41958,10.236243,213.418989272937,10.2362348697346,K7V,-1.0,Lep13,24.891359,0.034403,Gaia2,40.174585,0.055526,Gaia2,0.10335158,0.0020668404,4000,5.0,0.6694,0.018,0.6823,0.0234,,,19.927,0.092,,false,GALEX,15.295,0.006,false,SDSS9,13.435,0.39,false,Tycho2,12.609,0.02,false,UCAC4,11.954,0.02,false,UCAC4,11.4857,0.0013,false,Gaia2,11.481,0.114,false,Tycho2,11.233,0.01,false,UCAC4,10.638,0.01,false,UCAC4,10.6262,5.0E-4,false,Gaia2,10.055,0.03,false,UCAC4,9.7406,0.0012,false,Gaia2,8.622,0.02,7.974,0.034,7.769,0.026,AAA,false,false,false,2M,7.697,0.027,7.765,0.02,7.679,0.018,7.622,0.141,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,1.039,,1225075997402563840,213.418989272937,0.0301086967270255,10.2362348697346,0.0251806812677022,24.8913588183132,0.0344026282431739,-135.52961429696,0.0574189436551813,6.55910671198028,0.0509451533637708,135.688239108414,0.057404667284247,1.2953188,-35.4490488425411,0.255780250011515,355.766529797286,64.299224743299,4132.2847,0.10381996,,,,,,,,,,,,,,,,,,,,,,,,,,Lep13,false,false,false,false,false,false
I14247+0744,PM J14247+0744,216.178671,7.740441,216.178054574798,7.7400980950439,K7V,-1.0,Lep13,24.122615,0.045349,Gaia2,41.454875,0.077933,Gaia2,0.08923332,0.0035771579,4000,5.0,0.622,0.0199,0.6323,0.0247,,,,,,,,15.492,0.007,false,SDSS9,13.427,0.373,false,Tycho2,12.874,0.05,false,UCAC4,12.201,0.06,false,UCAC4,11.7134,0.0011,false,Gaia2,11.612,0.128,false,Tycho2,11.462,0.05,false,UCAC4,10.854,0.05,false,UCAC4,10.8501,5.0E-4,false,Gaia2,10.258,0.1,false,UCAC4,9.9619,0.0021,false,Gaia2,8.853,0.019,8.212,0.033,7.998,0.026,AAA,false,false,false,2M,7.894,0.025,7.921,0.019,7.84,0.018,7.882,0.154,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,1.111,,1175518465718053760,216.178054574798,0.0402877771378889,7.74009809504392,0.0359621467887165,24.1226154735898,0.0453493828072685,-153.333760760017,0.0758590149565793,-83.2476724922991,0.0792499891467373,174.474689179248,0.0766441816703757,1.2964399,21.2498790715509,0.348444084818292,355.979635406394,60.6051261180352,4144.885,0.08927642,,,,,,,,,,,,,,,,,,,,,,,,,,Lep13,false,false,false,false,false,false
I14313+1217,PM J14313+1217,217.833492,12.285299,217.832246236065,12.2857968046572,K7V,-1.0,Lep13,24.453268,0.085954,Gaia2,40.89433,0.143744,Gaia2,0.08072826,0.0022411286,4100,5.0,0.5631,0.0158,0.5702,0.0207,,,20.381,0.162,,false,GALEX,15.511,0.006,false,SDSS9,13.05,0.376,false,Tycho2,12.78,0.05,false,UCAC4,12.136,0.04,false,UCAC4,11.721,0.002,false,Gaia2,11.994,0.228,false,Tycho2,11.469,0.03,false,UCAC4,10.903,0.01,false,UCAC4,10.8974,3.0E-4,false,Gaia2,10.353,0.03,false,UCAC4,10.0376,0.0016,false,Gaia2,8.949,0.027,8.299,0.026,8.153,0.017,AAA,false,false,false,2M,8.056,0.022,8.061,0.019,7.987,0.019,7.876,0.123,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,0.973,,1179258076562854784,217.832246236065,0.0440220524427796,12.2857968046572,0.0733016541067915,24.4532678042307,0.0859537763357083,-250.798064548544,0.123249449377547,103.271689269246,0.168970082111516,271.228153011112,0.130871537540638,1.2838793,-30.2937895744333,0.388497800688624,5.45769696231079,62.2925463421934,4113.46,0.08473986,,,,,,,,,,,,,,,,,,,,,,,,,,Lep13,false,false,false,false,false,false
I15002+5425,PM J15002+5425,225.051486,54.417297,225.051526718446,54.4170201614203,K7V,-1.0,Lep13,24.100492,0.029549,Gaia2,41.492929,0.050873,Gaia2,0.086085,0.0020258348,4000,5.0,0.6109,0.0169,0.6206,0.022,,,20.155,0.144,,false,GALEX,15.581,0.008,false,SDSS9,15.007,0.667,true,Tycho2,12.931,0.02,false,UCAC4,12.223,0.03,false,UCAC4,11.7706,0.0018,false,Gaia2,11.703,0.129,false,Tycho2,11.511,0.03,false,UCAC4,10.909,0.04,false,UCAC4,10.9017,5.0E-4,false,Gaia2,10.31,0.04,false,UCAC4,10.012,8.0E-4,false,Gaia2,8.877,0.021,8.226,0.017,8.087,0.016,AAA,false,false,false,2M,7.967,0.025,8.005,0.02,7.913,0.02,7.965,0.148,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,1.002,,1612289289370392704,225.051526718446,0.0260377263351235,54.4170201614203,0.0260971665040901,24.1004919252471,0.0295487672824631,-16.7667437887099,0.0480920238122457,-54.3612198600741,0.0516260191254534,56.8881878947779,0.0513286836130256,1.2960833,-14.3956524978713,0.361847658755438,91.0950492025634,54.0074921798173,4122.8267,0.08640918,,,,,,,,,,,,,,,,,,,,,,,,,,Lep13,false,false,false,false,false,false
I15277+0235,PM J15277+0235,231.927877,2.597748,231.927685128061,2.5976759546731,K7V,-1.0,Lep13,35.315087,0.042823,Gaia2,28.316509,0.034337,Gaia2,0.11752489,0.004140796,4200,5.0,0.6475,0.0192,0.6592,0.0243,,,19.053,0.09,,false,GALEX,14.873,0.006,false,SDSS9,11.925,0.107,false,Tycho2,11.505,0.01,false,UCAC4,11.08,0.14,false,UCAC4,10.452,0.0024,false,Gaia2,10.433,0.046,false,Tycho2,10.24,0.03,false,UCAC4,9.851,0.16,false,UCAC4,9.6414,5.0E-4,false,Gaia2,9.107,0.01,false,UCAC4,8.7958,0.003,false,Gaia2,7.693,0.03,7.087,0.036,6.903,0.024,AAA,false,false,false,2M,6.836,0.036,6.913,0.022,6.847,0.018,6.838,0.08,AAAA,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,0.997,,4421274729329022336,231.927685128061,0.034100915743909,2.59767595467314,0.0310941524080047,35.3150871577816,0.0428233101893069,-51.7670820003777,0.0686074885952596,-18.6295757770777,0.0662358194844853,55.0171961523641,0.0683397325436394,1.2757472,,,6.47434384730535,45.3114225256922,4078.0498,0.13203979,,,,,,,,,,,,,,,,,,,,,,,,,,Lep13,false,false,false,false,false,false
I15362+4049,PM J15362+4049,234.052067,40.832348,234.05273135414,40.8320825422093,K7V,-1.0,Lep13,26.095809,0.022205,Gaia2,38.320329,0.032607,Gaia2,0.090895064,0.0027666057,4000,5.0,0.6278,0.0184,0.6384,0.0234,,,,,,,,15.516,0.007,false,SDSS9,12.631,0.193,false,Tycho2,12.704,0.03,false,UCAC4,12.028,0.01,false,UCAC4,11.5441,0.001,false,Gaia2,11.336,0.078,false,Tycho2,11.347,0.0,false,UCAC4,10.763,0.06,false,UCAC4,10.6675,2.0E-4,false,Gaia2,10.203,0.01,false,UCAC4,9.7742,6.0E-4,false,Gaia2,8.631,0.023,7.982,0.018,7.815,0.016,AAA,false,false,false,2M,7.714,0.029,7.765,0.02,7.679,0.017,7.7,0.107,AAAA,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,1.082,,1389639215538347136,234.05273135414,0.0171784576717384,40.8320825422093,0.0232885892988851,26.095809275052,0.0222051974807784,104.830387464601,0.0362524003021342,-52.7152206479003,0.0509410596245651,117.338419215256,0.0396577206783953,1.2969283,-2.54172916174639,0.374338794219994,65.8254694270974,53.5971214155319,4162.94,0.089320466,,,,,,,,,,,,,,,,,,,,,,,,,,Lep13,false,false,false,false,false,false
I15380+3224,PM J15380+3224,234.519233,32.409088,234.518703220149,32.4088583798861,K7V,-1.0,Lep13,16.480646,0.233195,Gaia2,60.677233,0.858558,Gaia2,,,,,,,,,,,,,,,,15.301,0.006,false,SDSS9,,,,,12.452,0.02,false,UCAC4,11.819,0.02,false,UCAC4,11.5395,0.0237,true,Gaia2,,,,,11.133,0.03,false,UCAC4,10.58,0.04,false,UCAC4,11.2639,0.0021,true,Gaia2,10.026,0.06,false,UCAC4,9.855,0.0217,true,Gaia2,8.624,0.02,8.006,0.021,7.875,0.016,AAA,false,false,false,2M,7.756,0.027,7.814,0.02,7.743,0.017,7.746,0.098,AAAA,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,New,1.06,-36.2,4.493,0.07,1370325434801583104,234.518703220149,0.165140598176556,32.4088583798861,0.191834208690459,16.480646080045,0.233194515809503,-63.1359843491116,0.309892066778809,-78.4600932671384,0.383569613291881,100.708186138066,0.3564334483652,2.1283216,,,51.5806934015975,53.6821213501416,5025.3335,,1370325434802891904,234.518886585523,0.194108285333457,32.4086077052615,0.212573324441879,15.1000753194065,0.253967856848521,-74.7541947071712,0.38878841354767,-83.4268841570914,0.479720939150186,112.018902987301,0.441544311041748,11.330654,0.00186741624734729,11.505391,0.0391126852545511,9.786287,0.0146239793283667,2.3909094,,,,,,Lep13,true,true,false,false,true,true
I16238+4304E,PM J16238+4304E,245.965022,43.068073,245.965319095535,43.0678865232639,K7V,-1.0,Lep13,18.70173,0.258472,Gaia2,53.470989,0.73901,Gaia2,0.19002047,0.00858658,4000,5.0,0.9077,0.0306,0.9338,0.0366,,,,,,,,16.242,0.009,false,SDSS9,12.528,0.187,false,Tycho2,12.651,0.01,false,UCAC4,11.982,0.02,false,UCAC4,11.4872,9.0E-4,false,Gaia2,11.339,0.086,false,Tycho2,11.262,0.01,false,UCAC4,10.649,0.003,false,APASS9,10.5991,2.0E-4,false,Gaia2,10.051,0.03,false,UCAC4,9.6964,9.0E-4,false,Gaia2,8.531,0.023,7.887,0.017,7.724,0.02,AAA,false,false,false,2M,7.643,0.023,7.652,0.02,7.568,0.016,7.48,0.089,AAAA,false,false,false,false,WISE,,,,,,,,,,,,,,,,,0.01,0.01,APOGEE,,,,11.761,,1382198098798074624,245.965319095535,0.227591132295956,43.0678865232639,0.251043122390843,18.7017300387133,0.258472153908936,42.2869945187721,0.463721085707153,-48.2729340585902,0.507290492181609,64.1752761431975,0.48885038518348,1.3018755,1.17643890488485,0.410654846680441,67.8437645361139,44.5636517405292,4092.7974,0.1931164,,,,,,,,,,,,,,,,,,,,,,,,,,Lep13,false,false,false,false,true,false
I16520+2351,PM J16520+2351,253.000433,23.855556,,,K7V,-1.0,Lep13,31.55,3.09,HIP2,39.89,4.81,HIP2,0.07355373,0.020269616,3900,5.0,0.5941,0.0833,0.6028,0.0888,,,20.745,0.129,,false,GALEX,15.748,0.008,false,SDSS9,13.802,0.322,false,Tycho2,13.275,0.29,false,UCAC4,12.382,0.01,false,UCAC4,,,,,11.842,0.125,false,Tycho2,11.862,0.37,false,UCAC4,11.061,0.02,false,UCAC4,,,,,10.414,0.03,false,UCAC4,,,,,9.001,0.046,8.327,0.02,8.164,0.019,AAA,false,false,false,2M,8.509,0.023,8.025,0.021,7.946,0.02,7.791,0.166,AAAB,true,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lep13,false,false,false,false,false,false
I16580+2335S,PM J16580+2335S,254.522015,23.584364,254.521436002053,23.5843910278384,K7V,-1.0,Lep13,,,,35.13,12.65,Cif20,,,,,,,,,,,,,,,,15.726,0.01,false,SDSS9,13.732,0.344,false,Tycho2,12.563,0.01,false,UCAC4,11.9,0.01,false,UCAC4,11.4198,0.0062,true,Gaia2,11.472,0.083,false,Tycho2,11.177,0.01,false,UCAC4,10.609,0.01,false,UCAC4,10.7061,0.0092,true,Gaia2,9.988,0.01,false,UCAC4,9.6718,0.0034,true,Gaia2,8.506,0.024,7.854,0.033,7.689,0.021,AAA,false,false,false,2M,7.581,0.031,7.585,0.02,7.508,0.018,7.28,0.119,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,35.632,,4572287841039692032,254.521436002053,0.739467275745251,23.5843910278384,0.811753309951526,,,,,,,,,1.4844322,,,43.9951496505434,34.7226957083102,4280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Lep13,false,false,false,true,true,true
I17068+3212,PM J17068+3212,256.703376,32.200157,256.703661754462,32.1998135325472,K7V,-1.0,Lep13,31.926359,0.022736,Gaia2,31.322081,0.022305,Gaia2,,,,,,,,,,,,,,,,15.617,0.007,false,SDSS9,12.88,0.225,false,Tycho2,12.692,0.04,false,UCAC4,12.023,0.03,false,UCAC4,11.6848,0.001,false,Gaia2,11.46,0.09,false,Tycho2,11.295,0.03,false,UCAC4,10.734,0.004,false,APASS9,10.7788,3.0E-4,false,Gaia2,9.989,0.03,false,UCAC4,9.863,6.0E-4,false,Gaia2,8.514,0.023,7.912,0.023,7.721,0.026,AAA,false,false,false,2M,7.436,0.033,7.399,0.02,7.369,0.018,7.156,0.089,AAAA,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,New,3.28,31.4,0.977,1.85,1334473865314235136,256.703661754462,0.0168987741936148,32.1998135325472,0.0209444552073845,31.9263592497419,0.0227356603500313,53.1823743436005,0.0348960643944017,-74.7060185421074,0.0409433282809862,91.7025307569892,0.0390141722266954,1.3085855,-39.0484161645457,0.354229350092661,54.7557766503406,35.096835702588,4153.36,,1334473861022729088,256.70415543211,0.0284664681942506,32.2006228002285,0.0278954413391161,31.9287279413393,0.0280564182520059,46.0497988530698,0.0887163946964325,-82.7592886406727,0.061902344948454,94.7084147830506,0.0691861002552877,12.62436,3.83335007828721E-4,13.816872,0.00696159576255151,11.507118,0.0026937557933317,1.4365734,,,,,,Lep13,true,true,false,false,false,false
I17460+0321,PM J17460+0321,266.521702,3.352184,266.521674293996,3.3518537559795,K7V,-1.0,Lep13,27.684817,0.051495,Gaia2,36.120881,0.067187,Gaia2,0.08301818,0.0022075288,4000,5.0,0.6,0.017,0.6091,0.022,,,,,,,,,,,,12.87,0.332,false,Tycho2,12.638,0.01,false,UCAC4,11.992,0.047,false,APASS9,11.5156,0.0017,false,Gaia2,11.571,0.149,false,Tycho2,11.286,0.01,false,UCAC4,10.667,0.01,false,UCAC4,10.6363,8.0E-4,false,Gaia2,10.042,0.01,false,UCAC4,9.7407,0.0016,false,Gaia2,8.579,0.027,7.969,0.029,7.782,0.024,AAA,false,false,false,2M,7.688,0.027,7.715,0.02,7.646,0.02,7.663,0.174,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,1.091,,4472382946069723648,266.521674293996,0.0395956307599988,3.35185375597953,0.0464208932285942,27.6848174089406,0.0514950380349348,-17.1065403000622,0.0780578724971879,-82.1866381632594,0.0812951047545199,83.9480625959657,0.0811632502399556,1.2981788,10.2435502094882,0.160109941379918,28.3951358105564,16.0565265345033,4116.73,0.083925486,,,,,,,,,,,,,,,,,,,,,,,,,,Lep13,false,false,false,false,false,false
I17500+3918,PM J17500+3918,267.519742,39.309071,267.520844858121,39.3096104995591,K7V,-1.0,Lep13,30.17384,0.040685,Gaia2,33.141291,0.044686,Gaia2,0.10785546,0.0025851917,3800,5.0,0.7577,0.0219,0.7755,0.0276,,,,,,,,14.892,0.005,false,SDSS9,12.39,0.165,false,Tycho2,12.655,0.297,false,UCAC4,11.892,0.001,false,SDSS9,11.1001,0.0012,false,Gaia2,10.977,0.064,false,Tycho2,10.812,0.026,false,UCAC4,10.293,0.07,false,APASS9,10.227,4.0E-4,false,Gaia2,9.752,0.001,false,SDSS9,9.3376,0.0016,false,Gaia2,8.156,0.023,7.519,0.015,7.368,0.018,AAA,false,false,false,2M,7.268,0.036,7.264,0.02,7.202,0.017,7.031,0.071,AAAA,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,Background,4.87,-76.9,1.562,8.34,1344366583746723456,267.520844858121,0.0310832453522243,39.3096104995591,0.0322873141607345,30.1738397528992,0.0406849587900243,182.288395400752,0.0607185081722924,110.248067672707,0.0622167998013789,213.034493740677,0.0611233808581258,1.2944793,-60.8745893021402,6.293240709499,65.1649083255251,28.1008588226131,4136.665,0.10178122,1344366583745153280,267.522520473654,0.859293505692088,39.3092215918073,0.940581494861917,,,,,,,,,18.56216,0.0088918300106091,18.061945,0.106998377447947,17.005678,0.0524980039582479,2.9487875,,,,,,Lep13,false,false,false,false,true,false
I17513+1039,PM J17513+1039,267.83553,10.658776,267.835356042349,10.6586633659012,K7V,-1.0,Lep13,17.945332,0.205736,Gaia2,55.724797,0.638862,Gaia2,0.20124686,0.0074828346,4000,5.0,0.9341,0.0291,0.9617,0.0354,,,,,,,,,,,,13.676,0.347,false,Tycho2,12.572,0.01,false,UCAC4,11.886,0.01,false,UCAC4,11.4656,0.0011,false,Gaia2,11.526,0.093,false,Tycho2,11.238,0.01,false,UCAC4,10.62,0.01,false,UCAC4,10.6119,3.0E-4,false,Gaia2,9.982,0.01,false,UCAC4,9.7282,0.0012,false,Gaia2,8.614,0.02,7.981,0.044,7.785,0.021,AAA,false,false,false,2M,7.677,0.031,7.744,0.02,7.654,0.019,7.511,0.151,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,4.373,,4489698265641487744,267.835356042349,0.165051129743959,10.6586633659012,0.1567567052906,17.9453322380186,0.205736051796953,-41.1001907469209,0.393677333086651,-14.9111640584506,0.333545907478183,43.721487772162,0.387163449464225,1.2954166,-29.129457511408,1.3014562775629,35.8538830416352,18.1234222532119,4144.62,0.20092916,,,,,,,,,,,,,,,,,,,,,,,,,,Lep13,false,false,false,false,true,false
I18402+4517,PM J18402+4517,280.055098,45.294956,280.05541657548,45.2952362492051,K7V,-1.0,Lep13,20.789764,0.01816,Gaia2,48.100594,0.042017,Gaia2,0.121080644,0.0034624948,4100,5.0,0.6896,0.0195,0.7037,0.0249,,,20.374,0.258,,false,GALEX,,,,,13.112,0.273,false,Tycho2,12.573,0.06,false,UCAC4,11.929,0.05,false,UCAC4,11.6495,0.0013,false,Gaia2,11.633,0.112,false,Tycho2,11.373,0.02,false,UCAC4,10.808,0.03,false,UCAC4,10.8102,3.0E-4,false,Gaia2,10.297,0.04,false,UCAC4,9.937,7.0E-4,false,Gaia2,8.83,0.02,8.244,0.033,8.074,0.018,AAA,false,false,false,2M,7.957,0.024,8.025,0.02,7.927,0.019,7.875,0.134,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,1.042,,2117695889436688000,280.05541657548,0.0152471338142582,45.2952362492051,0.0191840949808008,20.7897642387136,0.0181602860153362,46.5809600408049,0.0340445321821996,57.6219512715097,0.0390881893702808,74.0950410395952,0.0371767029411454,1.2906468,-34.6271087032164,0.210541037225112,74.2134935433019,20.7759087401441,4140.7925,0.12499395,,,,,,,,,,,,,,,,,,,,,,,,,,Lep13,false,false,false,false,false,false
I18407+6632N,PM J18407+6632N,280.194138,66.547798,280.195879963645,66.5478889588861,K7V,-1.0,Lep13,,,,32.17,11.58,Cif20,,,,,,,,,,,20.064,0.112,,false,GALEX,,,,,13.507,0.396,false,Tycho2,12.484,0.01,false,UCAC4,11.856,0.01,false,UCAC4,11.3673,6.0E-4,false,Gaia2,11.416,0.101,false,Tycho2,11.086,0.01,false,UCAC4,10.499,0.01,false,UCAC4,10.4558,2.0E-4,false,Gaia2,9.81,0.01,false,UCAC4,9.5325,3.0E-4,false,Gaia2,8.349,0.021,7.744,0.024,7.545,0.018,AAA,false,false,false,2M,7.355,0.035,7.412,0.02,7.348,0.016,7.259,0.056,AAAA,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,115.107,,2257067264657195392,280.195879963645,1.2763567317622,66.5478889588861,1.26605618456458,,,,,,,,,1.3138485,16.9268821209721,0.672570152769263,96.7347907881456,25.7710827417598,4054.61,,,,,,,,,,,,,,,,,,,,,,,,,,,Lep13,false,false,false,true,true,false
I18447+6241,PM J18447+6241,281.19819,62.685398,281.197877319165,62.6856435679126,K7V,-1.0,Lep13,22.517379,0.026469,Gaia2,44.410143,0.052203,Gaia2,,,,,,,,,,,20.52,0.15,,false,GALEX,15.553,0.006,false,SDSS9,13.303,0.359,false,Tycho2,12.949,0.01,false,UCAC4,12.325,0.01,false,UCAC4,11.651,0.0017,false,Gaia2,11.572,0.116,false,Tycho2,11.203,0.01,false,UCAC4,10.7,0.01,false,UCAC4,10.7927,6.0E-4,false,Gaia2,10.03,0.01,false,UCAC4,9.8968,0.0024,false,Gaia2,8.728,0.019,8.079,0.021,7.925,0.024,AAA,false,false,false,2M,7.786,0.03,7.853,0.02,7.768,0.018,7.621,0.081,AAAA,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,New,1.34,-82.5,1.032,3.93,2157141315758946944,281.197877319165,0.0258238433761008,62.6856435679126,0.0280445624387584,22.5173787338929,0.0264685866723716,-33.8160892739195,0.0558681784140839,56.6523423421071,0.0510958617871738,65.9773884495968,0.0523916547115234,1.3048815,-24.2257554946448,0.288855399575101,92.6240908563824,24.6443507899174,4154.0254,0.10744734,2157141315757361280,281.197096520755,0.434336727396287,62.6857461260119,3.27833096678681,,,,,,,,,14.725988,0.0167487583697535,,,,,,,,,,,Lep13,true,true,false,false,false,false
