Teff,logg,U-B,B-V,V-Ic,Rc-Ic,J-H,H-Ks,V-Ks,Ks-W1,Ks-W2,Ks-W3,Ks-W4,V-Vt,Bt-Vt,V-Hp,Model
24000,4.5,-0.898,-0.254,-0.267,-0.172,-0.079,-0.055,-0.732,-0.004,0.002,0.033,0.017,0.046,-0.261,0.172,BT-Settl
25000,3.0,-1.016,-0.257,-0.27,-0.177,-0.102,-0.078,-0.808,-0.051,-0.08,-0.107,-0.135,0.048,-0.277,0.177,BT-Settl
25000,3.5,-0.97,-0.262,-0.275,-0.18,-0.104,-0.074,-0.808,-0.045,-0.071,-0.094,-0.123,0.049,-0.276,0.179,BT-Settl
25000,4.0,-0.938,-0.266,-0.285,-0.184,-0.103,-0.072,-0.814,-0.04,-0.063,-0.082,-0.112,0.049,-0.276,0.179,BT-Settl
25000,4.5,-0.917,-0.266,-0.293,-0.189,-0.106,-0.071,-0.824,-0.04,-0.063,-0.087,-0.125,0.048,-0.273,0.178,BT-Settl
26000,3.0,-1.032,-0.262,-0.275,-0.18,-0.105,-0.08,-0.826,-0.053,-0.083,-0.112,-0.141,0.049,-0.283,0.181,BT-Settl
26000,3.5,-0.997,-0.265,-0.28,-0.182,-0.106,-0.077,-0.828,-0.048,-0.075,-0.102,-0.132,0.049,-0.281,0.18,BT-Settl
26000,4.0,-0.966,-0.271,-0.292,-0.188,-0.107,-0.075,-0.838,-0.042,-0.066,-0.088,-0.118,0.05,-0.283,0.182,BT-Settl
26000,4.5,-0.956,-0.27,-0.297,-0.191,-0.109,-0.075,-0.847,-0.043,-0.067,-0.095,-0.134,0.049,-0.279,0.181,BT-Settl
27000,3.0,-1.046,-0.268,-0.281,-0.183,-0.104,-0.082,-0.836,-0.059,-0.097,-0.145,-0.184,0.049,-0.291,0.183,BT-Settl
27000,3.5,-1.014,-0.273,-0.286,-0.185,-0.107,-0.082,-0.845,-0.058,-0.094,-0.137,-0.177,0.051,-0.29,0.185,BT-Settl
27000,4.0,-0.994,-0.277,-0.296,-0.19,-0.109,-0.081,-0.858,-0.055,-0.089,-0.127,-0.165,0.051,-0.291,0.185,BT-Settl
27000,4.5,-0.979,-0.278,-0.304,-0.194,-0.113,-0.081,-0.872,-0.057,-0.091,-0.133,-0.178,0.051,-0.288,0.185,BT-Settl
28000,3.0,-1.057,-0.273,-0.284,-0.185,-0.106,-0.084,-0.848,-0.061,-0.1,-0.149,-0.189,0.05,-0.296,0.186,BT-Settl
28000,3.5,-1.033,-0.276,-0.29,-0.187,-0.109,-0.084,-0.861,-0.06,-0.098,-0.143,-0.183,0.05,-0.295,0.186,BT-Settl
28000,4.0,-1.015,-0.282,-0.301,-0.193,-0.112,-0.083,-0.877,-0.057,-0.092,-0.132,-0.17,0.052,-0.297,0.189,BT-Settl
28000,4.5,-1.009,-0.281,-0.308,-0.196,-0.115,-0.084,-0.892,-0.059,-0.094,-0.139,-0.184,0.051,-0.295,0.188,BT-Settl
29000,3.0,-1.071,-0.276,-0.29,-0.189,-0.109,-0.085,-0.867,-0.064,-0.105,-0.159,-0.202,0.05,-0.3,0.188,BT-Settl
29000,3.5,-1.048,-0.283,-0.301,-0.193,-0.113,-0.087,-0.888,-0.064,-0.103,-0.153,-0.195,0.052,-0.303,0.19,BT-Settl
29000,4.0,-1.035,-0.289,-0.312,-0.199,-0.115,-0.086,-0.904,-0.062,-0.099,-0.143,-0.184,0.053,-0.305,0.192,BT-Settl
29000,4.5,-1.026,-0.291,-0.321,-0.204,-0.12,-0.087,-0.923,-0.063,-0.1,-0.149,-0.197,0.053,-0.305,0.193,BT-Settl
30000,3.0,-1.081,-0.279,-0.291,-0.19,-0.11,-0.087,-0.874,-0.065,-0.106,-0.162,-0.206,0.051,-0.303,0.19,BT-Settl
30000,3.5,-1.063,-0.286,-0.303,-0.195,-0.114,-0.088,-0.898,-0.066,-0.106,-0.158,-0.201,0.052,-0.307,0.192,BT-Settl
30000,4.0,-1.051,-0.294,-0.316,-0.201,-0.117,-0.088,-0.919,-0.064,-0.101,-0.147,-0.188,0.054,-0.311,0.195,BT-Settl
30000,4.5,-1.047,-0.294,-0.325,-0.206,-0.121,-0.089,-0.938,-0.066,-0.104,-0.155,-0.203,0.053,-0.31,0.194,BT-Settl
31000,3.0,-1.089,-0.28,-0.29,-0.19,-0.114,-0.089,-0.884,-0.068,-0.112,-0.173,-0.22,0.051,-0.304,0.19,BT-Settl
31000,3.5,-1.075,-0.29,-0.309,-0.199,-0.119,-0.092,-0.921,-0.07,-0.112,-0.168,-0.214,0.053,-0.311,0.194,BT-Settl
31000,4.0,-1.068,-0.297,-0.322,-0.205,-0.122,-0.092,-0.943,-0.067,-0.107,-0.157,-0.201,0.054,-0.315,0.197,BT-Settl
31000,4.5,-1.065,-0.3,-0.333,-0.211,-0.127,-0.093,-0.966,-0.07,-0.111,-0.166,-0.217,0.055,-0.316,0.198,BT-Settl
32000,3.0,-1.096,-0.281,-0.29,-0.19,-0.114,-0.09,-0.886,-0.069,-0.114,-0.176,-0.224,0.051,-0.306,0.191,BT-Settl
32000,3.5,-1.086,-0.292,-0.31,-0.2,-0.12,-0.093,-0.928,-0.071,-0.115,-0.172,-0.219,0.053,-0.314,0.196,BT-Settl
32000,4.0,-1.081,-0.299,-0.326,-0.208,-0.123,-0.094,-0.955,-0.069,-0.109,-0.161,-0.205,0.054,-0.32,0.198,BT-Settl
32000,4.5,-1.08,-0.304,-0.336,-0.213,-0.128,-0.095,-0.978,-0.071,-0.113,-0.17,-0.222,0.055,-0.321,0.2,BT-Settl
33000,3.0,-1.104,-0.282,-0.287,-0.189,-0.114,-0.09,-0.884,-0.069,-0.113,-0.174,-0.222,0.051,-0.308,0.193,BT-Settl
33000,3.5,-1.096,-0.293,-0.31,-0.2,-0.121,-0.094,-0.933,-0.07,-0.113,-0.17,-0.219,0.052,-0.317,0.196,BT-Settl
33000,4.0,-1.093,-0.3,-0.324,-0.207,-0.123,-0.094,-0.957,-0.069,-0.109,-0.161,-0.209,0.054,-0.322,0.199,BT-Settl
33000,4.5,-1.094,-0.305,-0.337,-0.213,-0.128,-0.097,-0.986,-0.071,-0.112,-0.172,-0.23,0.055,-0.325,0.201,BT-Settl
34000,3.0,-1.108,-0.283,-0.287,-0.189,-0.114,-0.091,-0.886,-0.069,-0.113,-0.175,-0.223,0.051,-0.309,0.193,BT-Settl
34000,3.5,-1.105,-0.294,-0.31,-0.201,-0.121,-0.095,-0.937,-0.071,-0.115,-0.174,-0.223,0.053,-0.319,0.197,BT-Settl
34000,4.0,-1.103,-0.303,-0.325,-0.208,-0.124,-0.096,-0.965,-0.069,-0.11,-0.163,-0.211,0.055,-0.325,0.201,BT-Settl
34000,4.5,-1.106,-0.309,-0.338,-0.214,-0.129,-0.098,-0.994,-0.072,-0.115,-0.175,-0.233,0.056,-0.329,0.204,BT-Settl
35000,3.0,-1.114,-0.285,-0.287,-0.189,-0.112,-0.087,-0.88,-0.063,-0.102,-0.153,-0.198,0.052,-0.311,0.195,BT-Settl
35000,3.5,-1.11,-0.296,-0.306,-0.199,-0.117,-0.091,-0.923,-0.064,-0.102,-0.153,-0.202,0.053,-0.32,0.199,BT-Settl
35000,4.0,-1.112,-0.303,-0.32,-0.205,-0.118,-0.092,-0.947,-0.06,-0.097,-0.146,-0.2,0.054,-0.327,0.202,BT-Settl
35000,4.5,-1.116,-0.309,-0.334,-0.212,-0.123,-0.094,-0.977,-0.064,-0.103,-0.165,-0.236,0.055,-0.332,0.204,BT-Settl
36000,3.0,-1.117,-0.286,-0.288,-0.19,-0.111,-0.088,-0.881,-0.062,-0.101,-0.152,-0.197,0.051,-0.313,0.195,BT-Settl
36000,3.5,-1.117,-0.297,-0.306,-0.199,-0.118,-0.091,-0.927,-0.065,-0.104,-0.156,-0.206,0.053,-0.322,0.2,BT-Settl
36000,4.0,-1.118,-0.305,-0.322,-0.206,-0.119,-0.092,-0.953,-0.062,-0.099,-0.148,-0.202,0.054,-0.329,0.202,BT-Settl
36000,4.5,-1.124,-0.312,-0.334,-0.212,-0.124,-0.095,-0.983,-0.066,-0.106,-0.169,-0.239,0.056,-0.334,0.206,BT-Settl
37000,3.0,-1.121,-0.287,-0.289,-0.19,-0.112,-0.087,-0.882,-0.063,-0.103,-0.157,-0.204,0.051,-0.315,0.196,BT-Settl
37000,3.5,-1.121,-0.298,-0.305,-0.198,-0.118,-0.091,-0.925,-0.065,-0.105,-0.159,-0.211,0.053,-0.324,0.2,BT-Settl
37000,4.0,-1.125,-0.306,-0.318,-0.204,-0.119,-0.092,-0.95,-0.063,-0.101,-0.154,-0.21,0.055,-0.33,0.204,BT-Settl
37000,4.5,-1.132,-0.313,-0.332,-0.211,-0.123,-0.096,-0.983,-0.067,-0.109,-0.176,-0.248,0.056,-0.336,0.207,BT-Settl
38000,3.0,-1.124,-0.288,-0.288,-0.19,-0.111,-0.087,-0.881,-0.063,-0.103,-0.156,-0.203,0.052,-0.315,0.197,BT-Settl
38000,3.5,-1.127,-0.299,-0.306,-0.199,-0.118,-0.093,-0.929,-0.066,-0.107,-0.162,-0.215,0.054,-0.325,0.201,BT-Settl
38000,4.0,-1.131,-0.307,-0.32,-0.205,-0.12,-0.093,-0.956,-0.064,-0.102,-0.155,-0.211,0.054,-0.333,0.204,BT-Settl
38000,4.5,-1.138,-0.314,-0.334,-0.213,-0.124,-0.098,-0.99,-0.068,-0.11,-0.179,-0.251,0.056,-0.338,0.207,BT-Settl
39000,3.0,-1.128,-0.288,-0.286,-0.189,-0.109,-0.086,-0.874,-0.063,-0.105,-0.169,-0.228,0.052,-0.315,0.197,BT-Settl
39000,3.5,-1.13,-0.299,-0.304,-0.198,-0.116,-0.093,-0.924,-0.068,-0.113,-0.182,-0.247,0.053,-0.326,0.201,BT-Settl
39000,4.0,-1.135,-0.307,-0.316,-0.203,-0.119,-0.096,-0.953,-0.069,-0.113,-0.182,-0.249,0.054,-0.333,0.205,BT-Settl
39000,4.5,-1.144,-0.315,-0.33,-0.21,-0.126,-0.1,-0.991,-0.075,-0.124,-0.209,-0.291,0.056,-0.34,0.208,BT-Settl
40000,3.0,-1.13,-0.287,-0.285,-0.188,-0.108,-0.085,-0.87,-0.063,-0.105,-0.168,-0.226,0.052,-0.314,0.197,BT-Settl
40000,3.5,-1.133,-0.301,-0.304,-0.198,-0.117,-0.093,-0.927,-0.07,-0.115,-0.185,-0.251,0.054,-0.327,0.203,BT-Settl
40000,4.0,-1.14,-0.309,-0.317,-0.204,-0.12,-0.096,-0.957,-0.07,-0.114,-0.184,-0.25,0.055,-0.335,0.206,BT-Settl
40000,4.5,-1.149,-0.317,-0.332,-0.212,-0.127,-0.101,-0.996,-0.077,-0.126,-0.212,-0.294,0.056,-0.343,0.21,BT-Settl
41000,3.5,-1.136,-0.302,-0.305,-0.198,-0.117,-0.094,-0.93,-0.069,-0.114,-0.185,-0.25,0.054,-0.328,0.203,BT-Settl
41000,4.0,-1.143,-0.31,-0.318,-0.204,-0.121,-0.096,-0.96,-0.07,-0.115,-0.184,-0.25,0.055,-0.336,0.206,BT-Settl
41000,4.5,-1.152,-0.319,-0.333,-0.213,-0.127,-0.101,-0.999,-0.078,-0.127,-0.212,-0.293,0.056,-0.345,0.211,BT-Settl
42000,3.5,-1.14,-0.303,-0.306,-0.199,-0.118,-0.094,-0.933,-0.07,-0.116,-0.188,-0.254,0.054,-0.33,0.204,BT-Settl
42000,4.0,-1.147,-0.312,-0.32,-0.206,-0.121,-0.097,-0.964,-0.071,-0.116,-0.186,-0.251,0.055,-0.339,0.208,BT-Settl
42000,4.5,-1.157,-0.32,-0.334,-0.213,-0.128,-0.102,-1.005,-0.078,-0.128,-0.214,-0.295,0.056,-0.347,0.212,BT-Settl
43000,3.5,-1.143,-0.303,-0.308,-0.2,-0.118,-0.094,-0.936,-0.071,-0.117,-0.188,-0.253,0.054,-0.331,0.204,BT-Settl
43000,4.0,-1.15,-0.313,-0.32,-0.206,-0.122,-0.097,-0.967,-0.071,-0.116,-0.186,-0.251,0.055,-0.34,0.208,BT-Settl
43000,4.5,-1.16,-0.322,-0.336,-0.215,-0.129,-0.102,-1.008,-0.079,-0.129,-0.214,-0.295,0.057,-0.349,0.213,BT-Settl
44000,3.5,-1.146,-0.304,-0.309,-0.201,-0.119,-0.094,-0.939,-0.071,-0.118,-0.191,-0.257,0.054,-0.332,0.204,BT-Settl
44000,4.0,-1.153,-0.315,-0.321,-0.207,-0.122,-0.098,-0.971,-0.071,-0.117,-0.187,-0.252,0.056,-0.341,0.21,BT-Settl
44000,4.5,-1.163,-0.325,-0.337,-0.216,-0.129,-0.104,-1.013,-0.079,-0.13,-0.216,-0.297,0.058,-0.35,0.214,BT-Settl
45000,3.5,-1.149,-0.305,-0.31,-0.201,-0.119,-0.096,-0.944,-0.071,-0.118,-0.187,-0.249,0.054,-0.333,0.205,BT-Settl
45000,4.0,-1.156,-0.316,-0.323,-0.208,-0.123,-0.098,-0.976,-0.071,-0.116,-0.182,-0.243,0.056,-0.343,0.21,BT-Settl
45000,4.5,-1.167,-0.326,-0.339,-0.217,-0.129,-0.104,-1.018,-0.078,-0.128,-0.209,-0.285,0.058,-0.353,0.215,BT-Settl
46000,3.5,-1.151,-0.305,-0.311,-0.202,-0.12,-0.096,-0.947,-0.072,-0.119,-0.189,-0.252,0.054,-0.334,0.205,BT-Settl
46000,4.0,-1.159,-0.316,-0.325,-0.209,-0.124,-0.098,-0.98,-0.072,-0.117,-0.183,-0.244,0.056,-0.344,0.21,BT-Settl
46000,4.5,-1.17,-0.327,-0.341,-0.218,-0.131,-0.104,-1.023,-0.08,-0.13,-0.212,-0.289,0.058,-0.354,0.216,BT-Settl
47000,3.5,-1.153,-0.306,-0.311,-0.202,-0.119,-0.096,-0.947,-0.072,-0.119,-0.189,-0.252,0.054,-0.334,0.206,BT-Settl
47000,4.0,-1.162,-0.317,-0.325,-0.209,-0.123,-0.098,-0.98,-0.072,-0.117,-0.185,-0.246,0.056,-0.345,0.211,BT-Settl
47000,4.5,-1.173,-0.328,-0.341,-0.217,-0.131,-0.104,-1.025,-0.08,-0.13,-0.213,-0.29,0.058,-0.355,0.216,BT-Settl
48000,3.5,-1.156,-0.306,-0.311,-0.202,-0.12,-0.096,-0.949,-0.073,-0.12,-0.192,-0.255,0.055,-0.334,0.206,BT-Settl
48000,4.0,-1.164,-0.318,-0.326,-0.209,-0.123,-0.099,-0.984,-0.073,-0.118,-0.185,-0.247,0.056,-0.345,0.211,BT-Settl
48000,4.5,-1.176,-0.33,-0.342,-0.218,-0.131,-0.105,-1.029,-0.081,-0.132,-0.215,-0.293,0.058,-0.358,0.217,BT-Settl
49000,3.5,-1.157,-0.307,-0.311,-0.202,-0.12,-0.097,-0.95,-0.072,-0.119,-0.19,-0.252,0.055,-0.334,0.206,BT-Settl
49000,4.0,-1.167,-0.318,-0.326,-0.21,-0.124,-0.099,-0.985,-0.072,-0.118,-0.185,-0.245,0.056,-0.347,0.212,BT-Settl
49000,4.5,-1.178,-0.33,-0.344,-0.219,-0.131,-0.106,-1.032,-0.08,-0.131,-0.213,-0.289,0.058,-0.358,0.217,BT-Settl
50000,3.5,-1.159,-0.307,-0.311,-0.202,-0.12,-0.097,-0.951,-0.073,-0.12,-0.193,-0.256,0.055,-0.335,0.206,BT-Settl
50000,4.0,-1.169,-0.319,-0.327,-0.21,-0.124,-0.099,-0.987,-0.073,-0.119,-0.186,-0.246,0.057,-0.347,0.212,BT-Settl
50000,4.5,-1.181,-0.332,-0.344,-0.219,-0.132,-0.106,-1.035,-0.082,-0.133,-0.216,-0.293,0.059,-0.359,0.219,BT-Settl
3500,3.0,0.979,1.147,2.565,1.513,0.932,0.147,5.18,0.01,0.028,0.16,0.242,-0.204,1.123,-0.041,ATLAS9
3500,3.5,0.926,1.132,2.516,1.48,0.863,0.143,5.0,0.018,0.086,0.206,0.292,-0.206,1.101,-0.045,ATLAS9
3500,4.0,0.918,1.182,2.407,1.393,0.755,0.168,4.71,0.067,0.173,0.287,0.375,-0.21,1.162,-0.064,ATLAS9
3500,4.5,0.935,1.243,2.315,1.308,0.676,0.189,4.482,0.107,0.24,0.352,0.442,-0.213,1.241,-0.076,ATLAS9
3500,5.0,0.977,1.31,2.261,1.244,0.641,0.192,4.349,0.126,0.273,0.388,0.48,-0.219,1.325,-0.082,ATLAS9
3750,3.0,1.301,1.348,1.966,1.06,0.914,0.145,4.254,0.045,-0.024,0.112,0.161,-0.201,1.442,-0.129,ATLAS9
3750,3.5,1.2,1.293,1.994,1.084,0.887,0.136,4.242,0.034,0.002,0.126,0.181,-0.201,1.361,-0.119,ATLAS9
3750,4.0,1.126,1.286,1.982,1.067,0.825,0.142,4.134,0.049,0.058,0.175,0.233,-0.203,1.344,-0.116,ATLAS9
3750,4.5,1.068,1.306,1.942,1.022,0.73,0.167,3.965,0.092,0.137,0.252,0.311,-0.205,1.366,-0.118,ATLAS9
3750,5.0,1.035,1.326,1.915,0.985,0.662,0.185,3.848,0.12,0.193,0.304,0.366,-0.206,1.391,-0.117,ATLAS9
4000,3.0,1.35,1.373,1.572,0.752,0.844,0.128,3.581,0.063,-0.037,0.095,0.115,-0.183,1.541,-0.16,ATLAS9
4000,3.5,1.271,1.331,1.601,0.774,0.84,0.123,3.602,0.054,-0.029,0.096,0.12,-0.186,1.471,-0.151,ATLAS9
4000,4.0,1.209,1.304,1.63,0.793,0.82,0.121,3.602,0.05,-0.01,0.108,0.136,-0.189,1.422,-0.143,ATLAS9
4000,4.5,1.138,1.302,1.645,0.795,0.764,0.13,3.538,0.071,0.043,0.159,0.188,-0.19,1.411,-0.139,ATLAS9
4000,5.0,1.065,1.306,1.646,0.785,0.686,0.152,3.444,0.107,0.111,0.227,0.255,-0.191,1.41,-0.136,ATLAS9
4250,3.0,1.186,1.286,1.332,0.606,0.749,0.109,3.097,0.066,-0.033,0.092,0.092,-0.153,1.486,-0.172,ATLAS9
4250,3.5,1.14,1.257,1.35,0.613,0.755,0.104,3.114,0.062,-0.029,0.091,0.093,-0.156,1.436,-0.163,ATLAS9
4250,4.0,1.116,1.238,1.374,0.622,0.754,0.102,3.134,0.057,-0.026,0.089,0.094,-0.161,1.398,-0.155,ATLAS9
4250,4.5,1.098,1.229,1.402,0.633,0.74,0.103,3.141,0.057,-0.013,0.098,0.104,-0.166,1.375,-0.148,ATLAS9
4250,5.0,1.049,1.232,1.43,0.644,0.694,0.113,3.108,0.077,0.032,0.143,0.147,-0.17,1.366,-0.144,ATLAS9
4500,3.0,0.96,1.181,1.163,0.529,0.655,0.092,2.712,0.063,-0.025,0.091,0.078,-0.129,1.382,-0.179,ATLAS9
4500,3.5,0.926,1.152,1.176,0.531,0.663,0.088,2.727,0.059,-0.023,0.088,0.077,-0.129,1.34,-0.169,ATLAS9
4500,4.0,0.916,1.133,1.193,0.534,0.667,0.086,2.744,0.057,-0.021,0.086,0.076,-0.132,1.309,-0.16,ATLAS9
4500,4.5,0.925,1.123,1.215,0.537,0.668,0.084,2.763,0.054,-0.02,0.084,0.075,-0.136,1.288,-0.152,ATLAS9
4500,5.0,0.938,1.124,1.242,0.543,0.656,0.087,2.773,0.058,-0.009,0.091,0.082,-0.142,1.279,-0.146,ATLAS9
4750,3.0,0.755,1.081,1.032,0.471,0.572,0.078,2.393,0.059,-0.018,0.087,0.067,-0.112,1.268,-0.18,ATLAS9
4750,3.5,0.725,1.056,1.04,0.473,0.58,0.075,2.404,0.055,-0.016,0.083,0.065,-0.111,1.235,-0.171,ATLAS9
4750,4.0,0.717,1.036,1.052,0.475,0.585,0.073,2.417,0.053,-0.014,0.08,0.063,-0.111,1.209,-0.163,ATLAS9
4750,4.5,0.728,1.024,1.068,0.476,0.587,0.072,2.433,0.051,-0.014,0.076,0.06,-0.113,1.191,-0.155,ATLAS9
4750,5.0,0.753,1.019,1.088,0.478,0.587,0.071,2.449,0.05,-0.012,0.074,0.059,-0.116,1.18,-0.148,ATLAS9
5000,3.0,0.57,0.977,0.932,0.426,0.502,0.066,2.127,0.053,-0.011,0.079,0.057,-0.099,1.139,-0.171,ATLAS9
5000,3.5,0.544,0.961,0.934,0.426,0.508,0.063,2.133,0.052,-0.009,0.076,0.055,-0.098,1.12,-0.166,ATLAS9
5000,4.0,0.537,0.948,0.94,0.427,0.513,0.062,2.142,0.049,-0.008,0.071,0.051,-0.097,1.106,-0.16,ATLAS9
5000,4.5,0.548,0.937,0.95,0.428,0.516,0.06,2.152,0.048,-0.007,0.068,0.049,-0.097,1.095,-0.154,ATLAS9
5000,5.0,0.572,0.929,0.965,0.429,0.518,0.06,2.166,0.045,-0.008,0.064,0.045,-0.097,1.087,-0.147,ATLAS9
5250,3.0,0.421,0.872,0.846,0.387,0.44,0.056,1.897,0.048,-0.003,0.07,0.047,-0.088,1.008,-0.157,ATLAS9
5250,3.5,0.394,0.864,0.848,0.388,0.446,0.054,1.903,0.046,-0.002,0.067,0.044,-0.087,1.0,-0.154,ATLAS9
5250,4.0,0.383,0.86,0.851,0.388,0.45,0.053,1.908,0.044,-0.001,0.064,0.041,-0.087,0.996,-0.152,ATLAS9
5250,4.5,0.39,0.856,0.857,0.389,0.453,0.052,1.915,0.043,-0.002,0.06,0.038,-0.086,0.996,-0.148,ATLAS9
5250,5.0,0.411,0.853,0.867,0.389,0.454,0.051,1.924,0.042,-0.002,0.057,0.035,-0.085,0.997,-0.143,ATLAS9
5500,3.0,0.296,0.767,0.768,0.353,0.388,0.047,1.692,0.042,0.007,0.061,0.039,-0.077,0.877,-0.14,ATLAS9
5500,3.5,0.262,0.765,0.771,0.354,0.393,0.045,1.699,0.041,0.006,0.059,0.037,-0.077,0.875,-0.139,ATLAS9
5500,4.0,0.244,0.766,0.773,0.354,0.396,0.044,1.704,0.04,0.005,0.056,0.034,-0.077,0.879,-0.138,ATLAS9
5500,4.5,0.241,0.769,0.777,0.354,0.399,0.043,1.709,0.039,0.004,0.053,0.031,-0.077,0.886,-0.137,ATLAS9
5500,5.0,0.256,0.772,0.784,0.354,0.4,0.042,1.714,0.038,0.004,0.05,0.028,-0.076,0.895,-0.135,ATLAS9
5750,3.0,0.202,0.67,0.694,0.319,0.339,0.04,1.505,0.039,0.018,0.055,0.032,-0.068,0.756,-0.122,ATLAS9
5750,3.5,0.159,0.673,0.698,0.321,0.345,0.038,1.514,0.037,0.015,0.051,0.029,-0.069,0.759,-0.123,ATLAS9
5750,4.0,0.131,0.677,0.703,0.322,0.35,0.036,1.522,0.035,0.013,0.048,0.026,-0.069,0.766,-0.122,ATLAS9
5750,4.5,0.116,0.683,0.708,0.323,0.353,0.035,1.528,0.034,0.011,0.045,0.023,-0.068,0.777,-0.122,ATLAS9
5750,5.0,0.119,0.691,0.712,0.323,0.354,0.035,1.532,0.033,0.009,0.042,0.019,-0.068,0.791,-0.123,ATLAS9
6000,3.0,0.148,0.58,0.624,0.286,0.295,0.035,1.334,0.037,0.027,0.05,0.026,-0.059,0.649,-0.104,ATLAS9
6000,3.5,0.097,0.586,0.631,0.289,0.302,0.033,1.347,0.034,0.022,0.045,0.022,-0.06,0.656,-0.105,ATLAS9
6000,4.0,0.056,0.594,0.638,0.292,0.307,0.031,1.357,0.032,0.019,0.042,0.019,-0.061,0.665,-0.106,ATLAS9
6000,4.5,0.028,0.603,0.643,0.294,0.311,0.029,1.364,0.031,0.017,0.039,0.016,-0.061,0.678,-0.107,ATLAS9
6000,5.0,0.016,0.613,0.649,0.295,0.313,0.028,1.37,0.03,0.014,0.036,0.012,-0.061,0.693,-0.108,ATLAS9
6250,3.0,0.126,0.497,0.553,0.252,0.254,0.032,1.174,0.034,0.033,0.046,0.022,-0.052,0.553,-0.087,ATLAS9
6250,3.5,0.065,0.507,0.564,0.258,0.262,0.029,1.19,0.032,0.029,0.042,0.018,-0.053,0.563,-0.088,ATLAS9
6250,4.0,0.011,0.518,0.574,0.262,0.269,0.026,1.204,0.03,0.025,0.038,0.015,-0.054,0.575,-0.09,ATLAS9
6250,4.5,-0.03,0.53,0.582,0.265,0.274,0.024,1.215,0.028,0.021,0.035,0.011,-0.055,0.588,-0.092,ATLAS9
6250,5.0,-0.057,0.541,0.59,0.268,0.278,0.022,1.223,0.027,0.019,0.031,0.007,-0.055,0.604,-0.093,ATLAS9
6500,3.0,0.124,0.424,0.487,0.221,0.217,0.028,1.023,0.034,0.037,0.044,0.02,-0.044,0.472,-0.07,ATLAS9
6500,3.5,0.055,0.437,0.501,0.227,0.225,0.026,1.044,0.03,0.032,0.039,0.014,-0.046,0.483,-0.072,ATLAS9
6500,4.0,-0.009,0.45,0.514,0.234,0.233,0.023,1.062,0.028,0.027,0.034,0.01,-0.047,0.497,-0.075,ATLAS9
6500,4.5,-0.064,0.464,0.525,0.239,0.24,0.019,1.076,0.026,0.024,0.031,0.006,-0.049,0.511,-0.078,ATLAS9
6500,5.0,-0.106,0.477,0.535,0.243,0.245,0.017,1.088,0.024,0.021,0.027,0.002,-0.049,0.527,-0.08,ATLAS9
6750,3.0,0.134,0.361,0.421,0.189,0.182,0.026,0.88,0.033,0.038,0.042,0.017,-0.037,0.404,-0.055,ATLAS9
6750,3.5,0.063,0.375,0.439,0.197,0.191,0.023,0.905,0.029,0.033,0.037,0.011,-0.039,0.418,-0.058,ATLAS9
6750,4.0,-0.009,0.391,0.455,0.205,0.199,0.02,0.927,0.026,0.028,0.031,0.006,-0.042,0.431,-0.062,ATLAS9
6750,4.5,-0.076,0.406,0.469,0.212,0.207,0.017,0.946,0.024,0.024,0.027,0.002,-0.043,0.446,-0.064,ATLAS9
6750,5.0,-0.133,0.42,0.482,0.218,0.214,0.014,0.962,0.022,0.021,0.023,-0.002,-0.044,0.461,-0.067,ATLAS9
7000,3.0,0.152,0.303,0.356,0.156,0.15,0.024,0.745,0.032,0.038,0.042,0.015,-0.03,0.345,-0.04,ATLAS9
7000,3.5,0.081,0.321,0.377,0.166,0.158,0.022,0.773,0.028,0.032,0.034,0.008,-0.033,0.362,-0.045,ATLAS9
7000,4.0,0.004,0.339,0.397,0.177,0.167,0.019,0.799,0.024,0.027,0.029,0.002,-0.036,0.377,-0.049,ATLAS9
7000,4.5,-0.07,0.355,0.415,0.186,0.177,0.014,0.822,0.022,0.024,0.025,-0.002,-0.038,0.392,-0.053,ATLAS9
7000,5.0,-0.139,0.37,0.431,0.193,0.185,0.01,0.842,0.021,0.02,0.021,-0.006,-0.04,0.406,-0.055,ATLAS9
7250,3.0,0.173,0.248,0.293,0.125,0.121,0.022,0.617,0.033,0.038,0.041,0.014,-0.023,0.29,-0.026,ATLAS9
7250,3.5,0.102,0.273,0.316,0.136,0.129,0.02,0.647,0.027,0.031,0.033,0.006,-0.027,0.313,-0.033,ATLAS9
7250,4.0,0.025,0.293,0.339,0.147,0.138,0.017,0.676,0.024,0.026,0.027,0.0,-0.031,0.33,-0.038,ATLAS9
7250,4.5,-0.055,0.312,0.361,0.159,0.149,0.012,0.703,0.021,0.023,0.022,-0.005,-0.033,0.347,-0.042,ATLAS9
7250,5.0,-0.133,0.329,0.379,0.168,0.158,0.008,0.727,0.019,0.019,0.017,-0.01,-0.036,0.362,-0.046,ATLAS9
7500,3.0,0.195,0.191,0.232,0.096,0.097,0.02,0.5,0.032,0.037,0.04,0.012,-0.017,0.231,-0.01,ATLAS9
7500,3.5,0.124,0.227,0.256,0.107,0.103,0.019,0.528,0.027,0.031,0.032,0.003,-0.023,0.265,-0.022,ATLAS9
7500,4.0,0.048,0.252,0.283,0.12,0.111,0.016,0.559,0.023,0.026,0.026,-0.003,-0.026,0.289,-0.028,ATLAS9
7500,4.5,-0.034,0.274,0.306,0.132,0.121,0.012,0.589,0.02,0.021,0.019,-0.009,-0.03,0.309,-0.034,ATLAS9
